property_type,sector_info,society,price,price_per_sqft,area,areaWithType,carpet_area,built_up_area,super_built_area,bedRoom,bathroom,balcony,floorNum,facing,agePossession,study room,store room,pooja room,others,servant room,furnishing_type,luxury_score
flat,sector 108,raheja vedas,2.15,4134.0,5200.77,Super Built up area 5200(483.1 sq.m.)Built Up area: 4600 sq.ft. (427.35 sq.m.)Carpet area: 4000 sq.ft. (371.61 sq.m.),4000.0,4600.0,5200.0,3.0,4.0,3+ ,12.0,East,Relatively New,1,0,0,0,0,1,0
ind. house,sector 105,,0.38,8444.0,450.0,Plot area 450(41.81 sq.m.),,450.0,,2.0,2.0,1 ,1.0,,Moderately old,0,0,0,0,0,1,0
flat,sector 85,ss the leaf,1.84,7641.0,2408.06,Super Built up area 2408(223.71 sq.m.)Carpet area: 1685 sq.ft. (156.54 sq.m.),1685.0,,2408.0,3.0,4.0,3 ,8.0,South-East,Relatively New,0,0,1,0,0,1,158
flat,sector 103,indiabulls centrum park,2.4,8347.0,2875.28,Super Built up area 2875(267.1 sq.m.)Built Up area: 2456 sq.ft. (228.17 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),2100.0,2456.0,2875.0,4.0,6.0,3+ ,15.0,North-East,Relatively New,0,0,0,0,1,1,156
flat,sector 88a,godrej icon,1.62,10018.0,1617.09,Super Built up area 1617(150.22 sq.m.),,,1617.0,3.0,2.0,3+ ,10.0,East,Relatively New,1,0,0,0,0,0,49
ind. house,sector 17c,sector-17c,3.05,17650.0,1728.0,Plot area 192(160.54 sq.m.),,1728.0,,5.0,5.0,2 ,2.0,North,old Property,0,1,0,0,0,2,29
flat,sector 85,ss the leaf,1.98,8256.0,2398.26,Super Built up area 2408(223.71 sq.m.)Built Up area: 2399 sq.ft. (222.87 sq.m.)Carpet area: 2398 sq.ft. (222.78 sq.m.),2398.0,2399.0,2408.0,3.0,4.0,3 ,12.0,West,Relatively New,0,1,0,0,0,1,174
flat,sector 66,emaar mgf the palm drive,2.99,14950.0,2000.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),1500.0,1800.0,2000.0,3.0,3.0,3 ,7.0,East,Relatively New,0,0,0,0,1,2,49
ind. house,sector 28,project housing board colony,2.58,17695.0,1458.0,Carpet area: 1300 (120.77 sq.m.),1300.0,,,4.0,2.0,2 ,2.0,,undefined,0,0,0,0,0,1,0
ind. house,sector 46,,2.25,24510.0,918.0,Plot area 102(85.28 sq.m.)Built Up area: 90 sq.yards (75.25 sq.m.)Carpet area: 85 sq.yards (71.07 sq.m.),765.0,918.0,,4.0,3.0,3 ,3.0,North-East,Relatively New,1,0,0,0,0,2,35
flat,sector 37d,signature global the millennia 3,0.45,7627.0,590.01,Carpet area: 590 (54.81 sq.m.),590.0,,,2.0,3.0,2 ,8.0,,Under construction,0,0,0,0,0,1,8
flat,sector 102,emaar gurgaon greens,1.35,8181.0,1650.17,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),1023.0,,1650.0,3.0,3.0,3 ,5.0,North-West,Relatively New,0,0,0,0,1,1,119
flat,sector 85,ss the leaf,1.2,7317.0,1640.02,Super Built up area 1640(152.36 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),1000.0,1300.0,1640.0,2.0,2.0,3 ,6.0,North,Relatively New,0,0,0,0,0,2,174
flat,sector 55,ansals api esencia,2.4,8000.0,3000.0,Built Up area: 2500 (232.26 sq.m.)Carpet area: 2198 sq.ft. (204.2 sq.m.),2198.0,2500.0,,4.0,4.0,3+ ,1.0,East,New Property,0,0,0,0,0,2,91
flat,sector 37c,piedmont taksila heights,1.05,4792.0,2191.15,Super Built up area 1920(178.37 sq.m.),,,1920.0,3.0,3.0,3 ,7.0,,Relatively New,0,0,0,0,0,2,81
ind. house,sector 11,shivaji nagar residential,3.08,11407.0,2700.0,Built Up area: 2700 (250.84 sq.m.),,2700.0,,6.0,4.0,2 ,1.0,,undefined,0,0,0,0,0,1,0
flat,sector 92,sare crescent parc royal greens phase 1,0.5,5000.0,1000.0,Built Up area: 1000 (92.9 sq.m.)Carpet area: 999 sq.ft. (92.81 sq.m.),999.0,1000.0,,2.0,2.0,3 ,2.0,North-East,undefined,0,0,0,0,0,1,0
flat,sector 5,om apartment dayanand colony,0.26,4373.0,583.12,Carpet area: 583 (54.16 sq.m.),583.0,,,1.0,1.0,1 ,3.0,North-East,Relatively New,0,0,0,0,0,1,14
flat,sector 112,experion windchants,3.75,13383.0,2802.06,Super Built up area 2802(260.31 sq.m.),,,2802.0,3.0,5.0,3+ ,22.0,South-West,Relatively New,0,0,0,0,1,2,49
flat,sector 74,m3m skywalk,1.78,12500.0,1424.0,Carpet area: 1424 (132.29 sq.m.),1424.0,,,2.0,2.0,3+ ,12.0,,undefined,0,0,0,0,0,1,63
flat,sector 85,ss the leaf,2.15,10924.0,1968.14,Super Built up area 2812(261.24 sq.m.)Carpet area: 1968 sq.ft. (182.83 sq.m.),1968.0,,2812.0,4.0,5.0,3+ ,6.0,South,Relatively New,0,0,0,0,1,1,156
flat,sector 103,on request,1.69,9146.0,1847.8,Super Built up area 1845(171.41 sq.m.),,,1845.0,3.0,3.0,3+ ,8.0,,Relatively New,0,0,0,0,0,1,49
flat,sector 35,breez global heights,0.25,7002.0,357.04,Super Built up area 414(38.46 sq.m.)Carpet area: 357 sq.ft. (33.17 sq.m.),357.0,,414.0,1.0,1.0,1 ,1.0,,Relatively New,0,0,0,0,0,1,57
flat,sector 85,ss the leaf,1.77,7350.0,2408.16,Super Built up area 2408(223.71 sq.m.),,,2408.0,3.0,4.0,3+ ,7.0,South-West,New Property,0,1,0,0,0,1,107
ind. house,sector 39,,7.0,10000.0,7000.0,Plot area 350(32.52 sq.m.)Built Up area: 7000 sq.ft. (650.32 sq.m.),,350.0,,10.0,11.0,3+ ,4.0,South-East,Relatively New,0,0,1,0,0,0,38
ind. house,sector 109,international city by sobha phase 2,9.5,26389.0,3600.0,Plot area 400(334.45 sq.m.),,3600.0,,5.0,5.0,3+ ,2.0,South,Relatively New,1,1,1,0,1,1,133
flat,sector 104,puri emerald bay,2.23,9911.0,2250.03,Super Built up area 2450(227.61 sq.m.)Carpet area: 2250 sq.ft. (209.03 sq.m.),2250.0,,2450.0,3.0,4.0,3+ ,10.0,East,Relatively New,0,0,0,0,1,2,159
flat,sector 65,emaar mgf emerald floors,2.6,15758.0,1649.96,Carpet area: 1650 (153.29 sq.m.),1650.0,,,3.0,3.0,3+ ,3.0,East,undefined,0,0,0,0,0,1,0
ind. house,sector 23,,2.7,18620.0,1450.0,Plot area 1450(134.71 sq.m.),,1450.0,,5.0,5.0,2 ,3.0,East,old Property,0,0,0,0,0,2,17
flat,sector 89,smart world gems,1.25,8784.0,1423.04,Super Built up area 1423(132.2 sq.m.),,,1423.0,3.0,3.0,3 ,2.0,North,Under construction,0,0,1,0,0,1,12
ind. house,sector 66,emaar mgf marbella,12.0,37037.0,3240.0,Plot area 360(301.01 sq.m.),,3240.0,,5.0,5.0,3+ ,3.0,East,New Property,0,1,1,0,1,2,106
flat,sector 67,m3m merlin,3.4,14418.0,2358.16,Super Built up area 2358(219.07 sq.m.),,,2358.0,3.0,4.0,3+ ,16.0,West,Relatively New,0,0,0,0,1,2,158
flat,sector 65,m3m skycity,2.0,15267.0,1310.02,Super Built up area 1310(121.7 sq.m.),,,1310.0,2.0,2.0,2 ,16.0,East,New Property,0,0,0,0,0,2,174
flat,sector 62,pioneer araya,9.14,19488.0,4690.07,Super Built up area 4690(435.72 sq.m.)Carpet area: 3258 sq.ft. (302.68 sq.m.),3258.0,,4690.0,4.0,6.0,3 ,16.0,East,Relatively New,1,1,0,0,1,2,146
ind. house,sector 3,,0.68,3874.0,1755.0,Built Up area: 1755 (163.04 sq.m.),,1755.0,,5.0,3.0,0,1.0,,undefined,0,0,0,0,0,1,0
flat,sector 95,siddhartha apartment,1.1,4327.0,2542.18,Carpet area: 2542 (236.16 sq.m.),2542.0,,,4.0,3.0,3 ,9.0,North,Relatively New,0,0,0,1,1,1,22
flat,sector 92,sare crescent parc,1.44,7068.0,2037.35,Carpet area: 2040 (189.52 sq.m.),2040.0,,,4.0,4.0,3 ,8.0,,Relatively New,0,0,0,0,0,1,37
flat,sector 107,m3m woodshire,1.4,5929.0,2361.28,Super Built up area 2361(219.34 sq.m.),,,2361.0,3.0,4.0,0 ,1.0,East,New Property,0,0,0,0,0,1,67
ind. house,sector 57,ansals florence villa,6.0,22222.0,2700.0,Plot area 300(250.84 sq.m.),,2700.0,,4.0,5.0,2 ,2.0,,old Property,0,0,1,0,1,2,20
flat,sector 113,la vida by tata housing,2.4,10825.0,2217.09,Super Built up area 2217(205.97 sq.m.)Built Up area: 1940 sq.ft. (180.23 sq.m.)Carpet area: 1730 sq.ft. (160.72 sq.m.),1730.0,1940.0,2217.0,3.0,4.0,3+ ,5.0,North-East,Relatively New,0,0,0,0,1,1,49
flat,sector 25,suncity platinum towers,6.2,23091.0,2685.03,Super Built up area 2685(249.44 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1900 sq.ft. (176.52 sq.m.),1900.0,2000.0,2685.0,3.0,4.0,3+ ,21.0,South,Relatively New,0,0,0,0,1,2,160
flat,sector 50,the close north,2.35,11767.0,1997.11,Super Built up area 1997(185.53 sq.m.)Built Up area: 1950 sq.ft. (181.16 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),1850.0,1950.0,1997.0,3.0,3.0,3+ ,8.0,North-East,Moderately old,0,0,0,0,0,2,165
ind. house,sector 63a,anant raj estates,8.5,27139.0,3132.0,Plot area 348(290.97 sq.m.),,3132.0,,6.0,6.0,3+ ,3.0,East,Under construction,0,1,1,0,0,1,29
flat,sector 79,"godrej 101, sector 79",1.25,9038.0,1383.05,Built Up area: 1383 (128.48 sq.m.),,1383.0,,2.0,2.0,3 ,1.0,East,undefined,0,0,0,0,0,1,0
ind. house,sector 41,,4.25,26235.0,1620.0,Plot area 180(150.5 sq.m.),,1620.0,,10.0,9.0,3+ ,4.0,North,Moderately old,1,0,0,0,1,2,36
flat,sector 85,ss the leaf,1.18,10094.0,1169.01,Super Built up area 1671(155.24 sq.m.)Built Up area: 1420 sq.ft. (131.92 sq.m.)Carpet area: 1169 sq.ft. (108.6 sq.m.),1169.0,1420.0,1671.0,2.0,3.0,3 ,12.0,North,Relatively New,0,0,1,0,0,2,150
flat,sector 48,parsvnath green ville,1.86,7654.0,2430.1,Super Built up area 2430(225.75 sq.m.),,,2430.0,3.0,3.0,3+ ,6.0,North,Moderately old,0,0,0,0,1,2,94
ind. house,sector 110,,1.0,8796.0,1137.0,Plot area 120(100.34 sq.m.)Built Up area: 120 sq.yards (100.34 sq.m.)Carpet area: 100 sq.yards (83.61 sq.m.),900.0,1080.0,,3.0,2.0,2 ,1.0,North,old Property,0,0,1,0,0,1,0
flat,sector 67,m3m merlin,4.5,14267.0,3154.13,Super Built up area 3154(293.02 sq.m.),,,3154.0,4.0,4.0,3+ ,15.0,South-West,Relatively New,0,0,0,0,1,2,158
flat,sector 69,tulip white,0.91,6862.0,1326.14,Carpet area: 1326 (123.19 sq.m.),1326.0,,,3.0,2.0,2 ,12.0,,Moderately old,0,0,0,0,0,1,43
flat,sector 2,krrish provence estate,5.25,9051.0,5800.46,Super Built up area 5800(538.84 sq.m.),,,5800.0,4.0,5.0,3+ ,2.0,North-East,New Property,1,0,1,0,1,1,49
flat,sector 74,m3m skywalk,2.2,10901.0,2018.16,Super Built up area 2018(187.48 sq.m.),,,2018.0,3.0,3.0,3 ,12.0,,New Property,1,0,0,0,0,2,15
flat,sector 102,shapoorji pallonji joyville gurugram,1.3,17691.0,734.84,Super Built up area 1215(112.88 sq.m.)Built Up area: 1009 sq.ft. (93.74 sq.m.)Carpet area: 734.8 sq.ft. (68.27 sq.m.),735.0,1009.0,1215.0,2.0,2.0,3 ,1.0,East,Relatively New,0,1,0,0,0,1,125
flat,sector 85,orris aster court,0.9,5671.0,1587.02,Super Built up area 1587(147.44 sq.m.),,,1587.0,3.0,3.0,3 ,8.0,North-East,Relatively New,0,0,0,0,0,1,49
flat,sector 104,zara aavaas,0.22,7302.0,301.29,Carpet area: 301.28 (27.99 sq.m.),301.0,,,1.0,2.0,2 ,2.0,,New Property,0,0,0,0,0,1,60
flat,sector 70a,capital residences 360,1.18,8137.0,1450.17,Super Built up area 1450(134.71 sq.m.)Built Up area: 1400 sq.ft. (130.06 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),1000.0,1400.0,1450.0,2.0,2.0,3 ,7.0,East,New Property,0,0,1,0,0,1,140
flat,sector 67,m3m merlin,2.98,14557.0,2047.13,Super Built up area 2047(190.17 sq.m.),,,2047.0,3.0,3.0,3 ,1.0,North,Relatively New,0,0,0,1,0,2,49
flat,sector 90,shree vardhman flora,0.64,6789.0,950.07,Super Built up area 1350(125.42 sq.m.)Built Up area: 1050 sq.ft. (97.55 sq.m.)Carpet area: 950 sq.ft. (88.26 sq.m.),950.0,1050.0,1350.0,2.0,2.0,3 ,9.0,South-East,Relatively New,1,0,0,0,0,1,67
ind. house,sector 52,ardee city,5.5,183333.0,300.0,Plot area 300(27.87 sq.m.),,300.0,,9.0,9.0,3+ ,3.0,South,Moderately old,0,0,1,1,1,2,26
flat,sector 56,professors enclave cghs,1.55,7750.0,2000.0,Super Built up area 2000(185.81 sq.m.),,,2000.0,3.0,3.0,3+ ,6.0,East,Moderately old,0,0,0,0,1,2,49
ind. house,sector 48,,0.82,3904.0,2100.0,Carpet area: 2100 (195.1 sq.m.),2100.0,,,3.0,2.0,1 ,1.0,North,undefined,0,0,0,0,0,1,0
flat,sector 9a,railway officers rpf society,1.25,6921.0,1806.1,Carpet area: 1806 (167.78 sq.m.),1806.0,,,4.0,3.0,3 ,1.0,South-West,old Property,0,0,0,0,1,2,12
flat,sector 83,emaar palm gardens,1.4,8139.0,1720.11,Super Built up area 1720(159.79 sq.m.)Carpet area: 1095.3 sq.ft. (101.76 sq.m.),1095.0,,1720.0,3.0,3.0,3 ,2.0,North-West,Relatively New,1,1,1,0,1,2,174
flat,sector 106,paras dews,1.15,6534.0,1760.02,Super Built up area 1760(163.51 sq.m.)Built Up area: 1186 sq.ft. (110.18 sq.m.)Carpet area: 1130 sq.ft. (104.98 sq.m.),1130.0,1186.0,1760.0,3.0,4.0,3+ ,12.0,East,Relatively New,1,0,0,0,1,2,174
flat,sector 69,tulip violet,1.66,8408.0,1974.31,Super Built up area 1970(183.02 sq.m.),,,1970.0,4.0,4.0,1 ,12.0,South-East,Relatively New,0,0,1,0,0,1,102
ind. house,sector 38,,8.0,230547.0,347.0,Built Up area: 347 (32.24 sq.m.)Carpet area: 215 sq.ft. (19.97 sq.m.),215.0,347.0,,10.0,10.0,3+ ,1.0,North,undefined,0,0,0,0,0,1,0
flat,sector 65,m3m heights,2.8,15000.0,1866.67,Super Built up area 1828(169.83 sq.m.),,,1828.0,3.0,3.0,3 ,20.0,North-East,Under construction,0,0,0,0,0,1,91
flat,sector 70a,aipl zen residences,1.4,11094.0,1261.94,Built Up area: 1262 (117.24 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),800.0,1262.0,,2.0,2.0,2 ,16.0,North-East,undefined,0,0,0,0,0,1,0
flat,sector 35,signature global park,0.65,7907.0,822.06,Carpet area: 822 (76.37 sq.m.),822.0,,,2.0,1.0,2 ,3.0,,New Property,0,0,0,0,0,1,87
flat,sector 36,the serenas,0.42,7910.0,530.97,Carpet area: 531 (49.33 sq.m.),531.0,,,2.0,2.0,1 ,3.0,,undefined,0,0,0,0,0,1,0
ind. house,sector 105,,1.3,11556.0,1125.0,Built Up area: 1125 (104.52 sq.m.),,1125.0,,3.0,3.0,1 ,1.0,East,undefined,0,0,0,0,0,1,0
flat,sector 76,pyramid pride,0.5,6578.0,760.11,Carpet area: 760 (70.61 sq.m.),760.0,,,2.0,2.0,1 ,8.0,North,Under construction,0,0,0,0,0,1,76
flat,sector 37d,smart world one,1.65,5933.0,2781.06,Carpet area: 2785 (258.73 sq.m.),2785.0,,,3.0,4.0,3 ,6.0,,Under construction,0,0,0,0,0,1,0
flat,sector 72,tata primanti,3.4,15560.0,2185.09,Super Built up area 2185(202.99 sq.m.),,,2185.0,3.0,4.0,3+ ,9.0,,Moderately old,0,0,0,0,1,1,38
flat,sector 61,smart world orchard,2.2,14202.0,1549.08,Carpet area: 1549 (143.91 sq.m.),1549.0,,,3.0,3.0,2 ,4.0,North,New Property,0,0,0,0,0,1,152
flat,sector 99,vatika sovereign park,3.2,9922.0,3225.16,Built Up area: 3225 (299.61 sq.m.),,3225.0,,4.0,4.0,0 ,5.0,North-East,Under construction,0,0,0,0,0,1,23
flat,sector 74,m3m skywalk,1.4,9831.0,1424.07,Super Built up area 1424(132.29 sq.m.),,,1424.0,2.0,2.0,2 ,17.0,North-East,New Property,0,0,0,0,0,2,167
flat,sector 36,signature global infinity mall,0.41,6269.0,654.01,Built Up area: 654 (60.76 sq.m.),,654.0,,2.0,2.0,3 ,3.0,,undefined,0,0,0,0,0,1,0
flat,sector 81,bestech park view grand spa,4.0,9523.0,4200.36,Super Built up area 4200(390.19 sq.m.),,,4200.0,4.0,5.0,3+ ,15.0,West,Relatively New,0,0,0,0,1,2,127
flat,sector 56,madhur jeevan apartments,1.59,8594.0,1850.13,Super Built up area 2000(185.81 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),1850.0,1900.0,2000.0,4.0,3.0,3+ ,3.0,North,old Property,0,0,0,1,0,2,33
flat,sector 66,emaar mgf the palm drive,2.8,14358.0,1950.13,Super Built up area 1950(181.16 sq.m.)Built Up area: 1920 sq.ft. (178.37 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),1600.0,1920.0,1950.0,3.0,3.0,2 ,12.0,East,New Property,1,0,1,0,1,0,69
flat,sector 9a,the new crpf apartments,0.75,5813.0,1290.21,Carpet area: 1290 (119.84 sq.m.),1290.0,,,3.0,3.0,3 ,6.0,East,old Property,0,0,1,0,0,1,31
flat,sector 67,ireo victory valley,2.87,11903.0,2411.16,Super Built up area 2411(223.99 sq.m.)Carpet area: 1808 sq.ft. (167.97 sq.m.),1808.0,,2411.0,3.0,3.0,3+ ,16.0,North-West,Relatively New,0,0,0,0,1,2,174
flat,sector 104,hero homes,1.2,17548.0,683.84,Super Built up area 1099(102.1 sq.m.)Carpet area: 683.83 sq.ft. (63.53 sq.m.),684.0,,1099.0,2.0,2.0,2 ,22.0,,Under construction,0,0,0,0,0,1,30
flat,sector 67,m3m merlin,2.9,14167.0,2047.01,Super Built up area 2047(190.17 sq.m.),,,2047.0,3.0,3.0,3 ,1.0,West,Relatively New,0,0,0,1,0,2,49
flat,sector 66,bptp mansions park prime,3.0,10853.0,2764.21,Super Built up area 2764(256.78 sq.m.)Built Up area: 2700 sq.ft. (250.84 sq.m.)Carpet area: 2500 sq.ft. (232.26 sq.m.),2500.0,2700.0,2764.0,4.0,4.0,3 ,3.0,North,Relatively New,1,0,1,1,1,2,174
flat,sector 86,dlf the skycourt,1.35,6998.0,1929.12,Super Built up area 1929(179.21 sq.m.),,,1929.0,3.0,3.0,1 ,9.0,North-West,Relatively New,0,0,0,0,0,1,119
flat,sector 107,m3m woodshire,1.4,5929.0,2361.28,Super Built up area 2361(219.34 sq.m.),,,2361.0,3.0,4.0,3+ ,6.0,North-East,Relatively New,0,0,0,0,1,1,117
flat,sector 33,godrej nature plus,1.15,11558.0,994.98,Carpet area: 92.44,43.0,,,2.0,2.0,2 ,15.0,,Under construction,0,0,0,0,0,1,38
ind. house,sector 13,,0.5,90909.0,55.0,Plot area 55(5.11 sq.m.),,55.0,,12.0,4.0,3 ,4.0,,old Property,0,0,0,0,0,1,15
ind. house,sector 25,dlf city plots phase 2,15.5,34307.0,4518.0,Plot area 502(419.74 sq.m.),,4518.0,,5.0,6.0,3+ ,3.0,East,Moderately old,1,1,1,0,1,1,144
flat,sector 70a,bptp astaire gardens,1.2,7058.0,1700.2,Super Built up area 1700(157.94 sq.m.)Built Up area: 1450 sq.ft. (134.71 sq.m.),,1450.0,1700.0,3.0,3.0,3+ ,2.0,,Relatively New,0,0,0,0,0,0,38
flat,sector 65,m3m heights,2.25,13608.0,1653.44,Carpet area: 1433 (133.13 sq.m.),1433.0,,,2.0,2.0,3 ,5.0,,Under construction,0,0,0,0,0,1,48
flat,sector 65,m3m golfestate,7.0,18181.0,3850.17,Carpet area: 3850 (357.68 sq.m.),3850.0,,,3.0,3.0,2 ,12.0,North,Moderately old,0,1,0,0,0,1,60
flat,sector 37c,imperia the esfera,0.99,5500.0,1800.0,Super Built up area 1815(168.62 sq.m.),,,1815.0,3.0,3.0,1 ,10.0,North-East,New Property,0,0,0,0,1,1,49
flat,sector 113,m3m capital,2.37,11500.0,2060.87,Built Up area: 2060 (191.38 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),1600.0,2060.0,,4.0,4.0,3+ ,20.0,East,Under construction,1,0,0,0,0,1,143
flat,sector 92,sare crescent parc,1.0,4778.0,2092.93,Built Up area: 2093 (194.45 sq.m.),,2093.0,,4.0,4.0,3 ,9.0,,undefined,0,0,0,0,0,1,0
flat,sector 108,raheja vedaanta,1.0,4854.0,2060.16,Built Up area: 2060 (191.38 sq.m.)Carpet area: 1890 sq.ft. (175.59 sq.m.),1890.0,2060.0,,2.0,2.0,2 ,1.0,North,undefined,0,0,0,0,0,1,0
flat,sector 33,central park flower valley,1.79,11251.0,1590.97,Super Built up area 1789(166.2 sq.m.),,,1789.0,3.0,3.0,3 ,3.0,South,old Property,0,0,0,0,0,1,71
ind. house,sector 67,ireo victory valley,8.0,22222.0,3600.0,Plot area 400(334.45 sq.m.),,3600.0,,6.0,7.0,3+ ,51.0,North-East,Moderately old,1,0,1,0,1,2,49
flat,sector 110a,laxmi apartment,0.55,6470.0,850.08,Carpet area: 850 (78.97 sq.m.),850.0,,,3.0,2.0,1 ,3.0,North,Relatively New,0,0,0,0,0,1,0
flat,sector 67a,ireo the corridors,1.85,9531.0,1941.03,Built Up area: 1941 (180.32 sq.m.),,1941.0,,3.0,4.0,3 ,4.0,East,New Property,1,1,0,0,0,2,150
flat,sector 83,vatika gurgaon,1.33,5564.0,2390.37,Super Built up area 2390(222.04 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),2000.0,,2390.0,4.0,4.0,3 ,3.0,East,Relatively New,0,0,0,0,1,1,26
flat,sector 112,experion windchants,3.1,20666.0,1500.05,Carpet area: 1500 (139.35 sq.m.),1500.0,,,2.0,2.0,3 ,9.0,,Relatively New,1,1,0,0,1,2,80
flat,sector 99a,pareena coban residences,1.02,8793.0,1160.01,Super Built up area 1550(144 sq.m.)Built Up area: 1430 sq.ft. (132.85 sq.m.)Carpet area: 1160 sq.ft. (107.77 sq.m.),1160.0,1430.0,1550.0,2.0,2.0,3 ,3.0,North,Relatively New,1,0,0,0,0,1,174
flat,sector 63a,birla navya,3.23,26875.0,1201.86,Super Built up area 2150(199.74 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),1200.0,,2150.0,3.0,3.0,3 ,4.0,West,New Property,0,0,0,0,1,1,52
flat,sector 84,pivotal devaan apartments,0.39,6500.0,600.0,Super Built up area 600(55.74 sq.m.)Carpet area: 500 sq.ft. (46.45 sq.m.),500.0,,600.0,2.0,2.0,0 ,5.0,North,undefined,0,0,0,0,0,1,0
flat,sector 81,dlf the ultima,2.28,10841.0,2103.13,Super Built up area 2103(195.38 sq.m.)Built Up area: 1750 sq.ft. (162.58 sq.m.)Carpet area: 1257 sq.ft. (116.78 sq.m.),1257.0,1750.0,2103.0,3.0,3.0,3+ ,14.0,East,Relatively New,0,0,0,0,1,0,49
flat,sector 49,orchid petals,2.23,10969.0,2033.0,Super Built up area 2033(188.87 sq.m.),,,2033.0,3.0,3.0,3 ,14.0,North,Relatively New,0,0,0,1,0,1,40
flat,sector 79,mapsko mount ville,1.25,8389.0,1490.05,Carpet area: 1490 (138.43 sq.m.),1490.0,,,3.0,3.0,3+ ,16.0,North,Relatively New,0,0,0,0,0,2,49
flat,sector 33,central park flower valley,1.35,10384.0,1300.08,Carpet area: 1300 (120.77 sq.m.),1300.0,,,3.0,2.0,2 ,3.0,West,New Property,0,0,0,0,0,1,87
flat,sector 102,shapoorji pallonji joyville gurugram,2.0,17729.0,1128.1,Super Built up area 1852(172.06 sq.m.)Built Up area: 1456 sq.ft. (135.27 sq.m.)Carpet area: 1128.09 sq.ft. (104.8 sq.m.),1128.0,1456.0,1852.0,3.0,3.0,3+ ,1.0,South,Relatively New,0,1,0,0,0,1,139
flat,sector 85,ss the leaf,1.2,12371.0,970.01,Super Built up area 1671(155.24 sq.m.)Built Up area: 1190 sq.ft. (110.55 sq.m.)Carpet area: 970 sq.ft. (90.12 sq.m.),970.0,1190.0,1671.0,2.0,2.0,2 ,4.0,East,Relatively New,0,1,0,0,1,1,81
flat,sector 70a,bptp astaire gardens,1.6,8658.0,1848.0,Super Built up area 1848(171.68 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),1400.0,1600.0,1848.0,4.0,4.0,3 ,1.0,,Relatively New,1,0,0,1,0,1,42
flat,sector 108,sobha city,3.25,15685.0,2072.04,Super Built up area 2072(192.5 sq.m.),,,2072.0,3.0,3.0,3 ,12.0,North,Relatively New,0,0,0,0,0,1,99
flat,sector 37c,corona optus,1.43,7185.0,1990.26,Super Built up area 1990(184.88 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),1700.0,,1990.0,3.0,3.0,3+ ,2.0,North-West,Relatively New,1,0,0,1,1,1,49
flat,sector 72,tata primanti,3.2,12190.0,2625.1,Super Built up area 2625(243.87 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2550 sq.ft. (236.9 sq.m.),2550.0,2600.0,2625.0,4.0,4.0,3+ ,8.0,North,Moderately old,0,0,0,0,1,2,168
flat,sector 35,signature global park,0.65,5637.0,1153.1,Super Built up area 1153(107.12 sq.m.),,,1153.0,2.0,2.0,2 ,2.0,North-West,Relatively New,0,0,1,0,0,1,118
flat,sector 69,unitech sunbreeze,1.0,5476.0,1826.15,Built Up area: 1826 (169.64 sq.m.),,1826.0,,4.0,3.0,0 ,1.0,,undefined,0,0,0,0,0,1,0
flat,sector 85,ss the leaf,1.12,6453.0,1735.63,Super Built up area 1741(161.74 sq.m.)Built Up area: 1485 sq.ft. (137.96 sq.m.)Carpet area: 1335 sq.ft. (124.03 sq.m.),1335.0,1485.0,1741.0,2.0,2.0,3 ,10.0,East,Relatively New,0,0,0,1,0,1,49
flat,sector 79,bestech altura,1.72,8000.0,2150.0,Super Built up area 2150(199.74 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.),1300.0,,2150.0,3.0,4.0,3+ ,5.0,North-East,Relatively New,0,0,0,0,1,2,174
ind. house,sector 57,,1.64,10123.0,1620.0,Plot area 180(150.5 sq.m.),,1620.0,,3.0,3.0,2 ,4.0,South,New Property,1,0,0,0,1,2,54
flat,sector 79,bestech altura,1.85,8604.0,2150.16,Super Built up area 2150(199.74 sq.m.)Built Up area: 1650 sq.ft. (153.29 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),1350.0,1650.0,2150.0,3.0,3.0,3 ,7.0,,New Property,0,0,0,0,1,1,53
